Institution_ID,Institution_Type,Country,Employee_Count,Annual_Revenue_M,IT_Spend_Percent_Revenue,AI_Budget_Allocated,AI_Budget_Percent_Revenue,Budget_Growth_YoY,Has_Dedicated_AI_Team,Technical_Readiness_Score,API_Integration_Score,Data_Lake_Exists,Legacy_System_Score,Data_Maturity_Index,Governance_Framework_Exists,Governance_Maturity,AI_Governance_Committee,Model_Risk_Management_Maturity,Compliance_Incidents_12M,Risk_Culture_Score,Data_Privacy_Compliant,Cybersecurity_Level,Leadership_Commitment,Training_Investment_Per_Employee,Vendor_Strategy,Deployment_Mode,Existing_AI_Projects,Use_Case_Breadth,LLM_Adoption_Status
24621,Bank,United Kingdom,403,691.72,2.19,9.36,1.378,17.33,0,56,13,1,80,0.698,1,2,0,1,0,5,1,4,5,2734.29,Vendor,PublicCloud,4,4,0
24622,Payment Processor,United Kingdom,1487,598.33,6.27,3.86,0.551,9.4,1,87,51,0,51,0.518,0,2,1,4,3,3,0,1,3,745.07,Hybrid,PublicCloud,4,2,0
24623,Bank,United States,1933,236.46,2.34,0.04,0.017,6.33,1,58,11,0,52,0.168,1,1,1,1,0,3,1,3,2,2771.44,Vendor,PublicCloud,0,0,0
24624,Credit Union,United States,2440,5114.06,5.37,81.99,1.393,4.19,0,53,34,0,38,0.856,0,3,0,4,0,5,1,5,5,1030.07,In-house,On-Prem,4,2,1
24625,Bank,United Kingdom,1458,1323.57,5.24,16.06,1.421,-3.33,0,83,71,0,33,0.824,1,2,1,5,3,3,1,3,3,1645.16,Hybrid,PrivateCloud,14,4,1
24626,Bank,United States,489,213.17,5.19,0.0,0.0,-4.24,1,84,73,1,40,0.449,1,1,0,1,3,1,0,5,1,509.78,Vendor,PublicCloud,3,2,0
24627,Fintech,United States,3140,267.78,2.24,4.52,1.582,0.76,0,73,61,1,41,0.745,1,2,0,2,0,3,0,3,4,524.01,Vendor,PublicCloud,11,2,0
24628,Bank,United States,724,461.25,3.58,3.53,0.538,9.15,1,65,47,1,73,0.603,0,4,0,3,1,3,1,1,4,1615.97,Vendor,PrivateCloud,1,2,1
24629,Credit Union,European Union,2900,1336.72,4.5,14.22,1.333,2.31,0,57,1,0,74,0.166,1,2,1,4,0,2,1,2,1,351.12,Hybrid,PrivateCloud,3,2,0
24630,Bank,United States,3047,2559.09,5.92,7.76,0.415,0.47,0,77,53,1,39,0.813,1,4,1,5,0,5,0,5,3,348.51,Hybrid,PublicCloud,5,3,1
24631,Fintech,United States,229,59.38,3.37,0.0,0.0,-5.99,0,52,24,0,86,0.174,1,1,1,3,1,3,1,2,2,429.17,Vendor,PrivateCloud,0,0,0
24632,Credit Union,European Union,4781,10325.27,5.3,124.2,1.624,9.0,0,62,36,0,44,0.301,0,1,0,2,1,3,1,4,2,1141.18,In-house,On-Prem,4,1,1
24633,Fintech,European Union,4777,6057.43,3.04,32.63,0.552,16.51,0,64,58,0,65,0.488,1,1,1,3,6,1,1,4,1,480.27,In-house,PrivateCloud,5,3,0
24634,Bank,United States,348,114.79,3.2,0.43,0.455,10.25,0,63,49,1,68,0.423,1,1,0,2,0,1,0,3,1,1170.65,Vendor,PublicCloud,4,1,0
24635,Bank,United Kingdom,2953,884.74,6.08,3.06,0.486,4.73,1,31,25,0,77,0.376,0,2,1,2,1,1,1,2,2,668.08,In-house,On-Prem,0,1,0
24636,Fintech,European Union,6032,2714.47,3.38,14.86,0.719,6.47,0,63,40,0,39,0.719,1,3,0,4,0,3,1,2,3,498.37,Hybrid,PrivateCloud,11,4,0
24637,Bank,European Union,287,249.81,3.65,0.0,0.0,13.88,0,31,0,0,93,0.144,0,1,0,2,0,1,1,1,5,514.86,Vendor,On-Prem,0,1,0
24638,Fintech,United States,2442,709.66,4.9,0.0,0.0,-0.56,1,40,30,0,41,0.342,0,4,0,4,0,3,1,2,4,421.7,Hybrid,PrivateCloud,3,1,0
24639,Payment Processor,United Kingdom,1741,2183.34,7.07,27.84,1.412,-3.81,1,78,42,1,41,0.428,0,1,0,2,3,1,1,3,1,1547.11,Vendor,On-Prem,5,1,1
24640,Brokerage/Dealer,European Union,988,439.68,7.43,4.25,1.31,-0.52,0,83,67,1,32,0.878,1,4,1,5,0,4,1,2,3,258.76,In-house,PublicCloud,10,6,1
24641,Bank,United States,511,491.2,1.48,0.0,0.0,8.14,0,47,0,0,84,0.072,1,3,0,4,0,3,1,1,5,1201.91,Vendor,PrivateCloud,1,1,0
24642,Bank,United States,3955,752.91,2.58,5.44,1.004,14.94,1,54,16,0,84,0.814,1,5,1,5,0,5,0,2,5,926.54,Hybrid,PublicCloud,2,3,0
24643,Bank,European Union,1720,3302.23,3.74,53.3,1.493,9.08,0,50,34,0,67,0.32,1,5,1,3,0,3,1,4,2,858.98,Vendor,PublicCloud,1,1,0
24644,Insurance,United States,1455,103.58,2.64,0.0,0.0,17.59,1,59,4,1,76,0.18,1,4,1,4,0,5,1,4,2,379.0,Vendor,PrivateCloud,0,2,0
24645,Fintech,United Kingdom,1589,1290.7,3.36,4.24,0.288,-5.64,0,44,32,0,54,0.737,0,3,1,3,3,4,1,1,2,1044.72,In-house,PrivateCloud,4,5,0
24646,Payment Processor,European Union,1253,488.5,3.49,3.85,0.902,1.06,0,56,22,0,68,0.316,1,3,1,2,1,1,1,1,3,639.21,Vendor,PrivateCloud,3,1,0
24647,Investment Bank,European Union,1193,382.12,3.27,1.72,0.601,10.34,0,62,30,0,70,0.209,0,3,0,2,0,5,1,3,4,1428.29,Vendor,PublicCloud,2,0,0
24648,Bank,United Kingdom,255,238.9,4.38,1.35,0.557,6.39,1,44,6,1,100,0.364,0,4,0,2,1,4,0,2,2,2751.42,Vendor,PublicCloud,1,1,0
24649,Asset Manager,Other,268,53.49,1.47,0.08,0.114,-8.21,0,17,12,0,82,0.055,0,3,0,4,0,3,1,1,3,627.35,Vendor,PrivateCloud,0,0,0
24650,Bank,United States,1249,801.16,6.61,10.49,1.948,-1.66,1,93,78,1,20,0.766,1,5,1,5,2,5,0,5,3,966.98,Vendor,PublicCloud,12,4,1
24651,Bank,European Union,5551,3951.01,3.93,68.86,1.77,0.2,1,90,81,1,22,0.591,1,2,1,2,0,4,1,3,1,294.3,In-house,PrivateCloud,10,3,1
24652,Bank,European Union,1514,531.11,3.02,1.71,0.383,3.89,0,65,48,0,49,0.276,1,4,1,5,0,4,0,3,4,1120.79,Vendor,On-Prem,2,4,1
24653,Bank,Other,1050,475.58,2.34,4.22,1.186,15.27,1,49,23,1,73,0.35,1,3,1,4,0,2,0,2,5,1451.31,Vendor,On-Prem,1,2,0
24654,Asset Manager,United Kingdom,1829,483.02,3.09,5.31,1.313,-4.46,1,65,39,1,45,0.229,0,2,1,1,2,1,1,3,1,1345.72,Vendor,On-Prem,8,2,0
24655,Insurance,United Kingdom,2151,1227.05,5.93,10.48,0.915,-5.85,0,54,47,0,59,0.296,1,4,1,2,0,5,0,5,4,1890.24,Hybrid,PrivateCloud,2,2,0
24656,Bank,Other,2088,610.08,4.07,1.64,0.267,18.28,0,81,51,0,37,0.605,1,5,1,4,0,3,0,2,3,837.89,In-house,PrivateCloud,5,4,1
24657,RegTech,Other,1965,1346.26,2.71,6.75,0.485,3.06,1,61,36,0,55,0.316,0,5,1,3,0,5,1,3,3,1163.3,Hybrid,PublicCloud,6,4,0
24658,Fintech,United Kingdom,964,117.07,2.33,1.3,1.238,14.69,1,66,43,0,79,0.35,0,1,0,1,0,1,1,3,4,999.45,Hybrid,PrivateCloud,2,2,0
24659,Bank,Other,4665,1367.34,4.52,21.15,1.386,11.23,0,82,39,1,75,0.748,0,4,0,4,0,4,1,3,4,1040.34,Vendor,PublicCloud,4,4,1
24660,Bank,European Union,678,1292.12,1.04,15.09,1.341,8.45,1,75,64,1,43,0.6,1,4,0,4,0,4,1,3,3,495.09,Vendor,PrivateCloud,2,4,1
24661,Insurance,United Kingdom,1969,814.83,3.85,8.58,0.791,17.66,1,75,38,0,62,0.612,0,3,0,5,0,5,0,2,4,1181.23,In-house,On-Prem,3,3,1
24662,Hedge Fund,Other,1544,659.96,8.22,15.76,2.045,24.31,1,96,80,1,40,0.887,1,5,0,4,2,3,0,5,5,543.53,In-house,PublicCloud,10,7,1
24663,Insurance,United States,532,567.56,5.13,2.43,0.411,8.52,0,52,39,0,55,0.519,1,5,1,5,2,1,1,1,5,476.77,In-house,PrivateCloud,2,2,0
24664,Credit Union,United Kingdom,5194,427.21,4.21,6.28,1.075,12.3,0,42,7,1,92,0.408,1,5,1,5,0,4,1,2,5,1235.63,In-house,PrivateCloud,2,3,1
24665,Fintech,United Kingdom,2675,3078.53,1.8,44.23,1.6,13.91,0,66,45,0,54,0.385,1,3,0,2,0,1,1,2,4,494.99,In-house,On-Prem,2,5,0
24666,Fintech,Other,1045,256.32,2.99,3.13,0.95,6.95,1,69,39,1,66,0.186,1,3,0,2,0,4,1,3,3,602.32,In-house,PrivateCloud,0,2,0
24667,Insurance,United States,1605,758.97,4.01,4.78,0.576,-0.37,1,68,58,1,50,0.193,1,5,0,3,1,5,0,5,1,969.93,Vendor,On-Prem,4,4,0
24668,Asset Manager,European Union,3525,468.28,4.23,3.94,0.914,4.96,1,68,30,1,50,0.276,1,5,1,5,0,5,0,3,3,793.46,Vendor,On-Prem,4,2,1
24669,Fintech,European Union,1132,592.3,5.13,6.68,0.911,-1.32,0,52,24,1,52,0.489,0,4,1,2,1,4,0,1,1,185.3,Hybrid,On-Prem,1,0,0
24670,Brokerage/Dealer,United States,865,1245.68,1.86,3.1,0.241,6.26,1,51,34,1,69,0.219,0,5,1,4,0,4,0,5,2,1023.54,Vendor,On-Prem,3,0,0
24671,Bank,United States,1624,393.7,6.12,5.06,1.089,13.9,0,74,62,1,34,0.982,1,4,0,3,2,4,1,5,2,755.41,In-house,PrivateCloud,11,1,1
24672,Fintech,United States,2839,599.85,4.58,8.01,1.208,9.89,1,81,49,1,34,0.866,1,3,0,2,0,2,0,2,5,536.47,In-house,PublicCloud,2,3,1
24673,Insurance,United States,1355,1364.82,5.17,23.39,1.865,9.87,0,67,35,1,42,0.707,1,4,0,3,0,3,0,4,5,400.3,Hybrid,PublicCloud,6,3,1
24674,Asset Manager,Other,3407,5542.12,2.29,34.56,0.63,7.81,1,50,63,1,55,0.427,0,2,0,1,3,1,1,4,3,1137.81,In-house,PublicCloud,7,4,0
24675,Bank,Other,1194,2693.12,4.66,25.01,0.894,9.17,0,60,42,0,60,0.604,1,5,1,5,0,3,1,3,5,1311.33,Vendor,PrivateCloud,3,0,1
24676,Fintech,Other,14376,3837.66,3.1,69.68,1.288,25.94,1,41,12,0,69,0.611,1,4,1,4,0,3,0,3,5,2331.59,In-house,PublicCloud,6,2,0
24677,Fintech,United Kingdom,3705,475.83,3.25,2.2,0.518,5.01,0,79,87,1,29,0.518,0,4,0,2,0,5,0,4,3,1279.39,Hybrid,On-Prem,7,2,0
24678,Asset Manager,European Union,736,730.44,2.89,0.0,0.0,13.21,1,60,17,0,78,0.048,1,3,1,1,0,3,1,1,3,405.44,Vendor,On-Prem,3,2,0
24679,Investment Bank,Other,1152,842.26,2.25,6.2,0.687,17.46,0,42,0,0,69,0.019,0,3,0,4,0,2,1,1,3,743.05,Hybrid,PublicCloud,2,0,0
24680,Investment Bank,Other,362,210.05,3.13,0.0,0.0,6.42,0,32,20,0,83,0.247,0,2,1,4,2,5,1,1,3,374.63,Vendor,PublicCloud,0,2,0
24681,Bank,United States,8169,3595.1,4.31,40.1,0.976,-1.69,1,86,84,1,31,0.828,1,4,1,5,0,5,1,5,3,1982.5,In-house,On-Prem,21,5,1
24682,RegTech,United States,3527,2405.7,5.26,65.28,1.826,10.99,1,67,59,0,34,0.601,0,4,0,2,3,4,1,1,5,446.78,Vendor,On-Prem,4,3,1
24683,Payment Processor,Other,1330,2680.93,2.86,27.01,1.008,7.81,0,59,43,1,70,0.639,0,3,0,2,0,2,0,3,5,2411.19,Hybrid,On-Prem,2,3,1
24684,Bank,European Union,610,2060.59,3.07,26.29,1.472,16.64,1,57,43,0,41,0.465,1,4,0,2,0,5,0,2,3,836.47,In-house,PrivateCloud,2,1,1
24685,Bank,Other,1802,1169.83,4.11,5.61,0.474,3.3,0,39,24,0,64,0.286,0,2,0,1,0,1,0,2,2,374.5,Vendor,On-Prem,2,1,0
24686,Bank,European Union,375,424.44,3.09,2.23,0.531,-3.66,0,56,27,1,43,0.088,0,1,0,1,0,1,1,1,2,2216.19,Hybrid,PublicCloud,2,0,0
24687,Fintech,United Kingdom,9761,4595.41,6.96,72.25,1.602,9.52,0,50,34,1,77,0.546,1,5,1,5,0,5,1,2,5,917.6,In-house,PublicCloud,1,2,1
24688,Brokerage/Dealer,European Union,1537,461.24,5.6,5.73,1.197,20.74,1,64,34,0,64,0.704,0,1,0,2,0,1,0,3,3,1224.33,In-house,PrivateCloud,4,2,0
24689,Investment Bank,United Kingdom,1868,626.71,5.08,10.29,1.45,20.85,1,87,80,1,41,0.946,0,2,0,1,3,1,0,5,4,1144.53,Hybrid,PrivateCloud,10,4,0
24690,Brokerage/Dealer,United Kingdom,1457,617.83,4.85,3.38,0.771,3.46,1,68,32,0,57,0.643,1,1,1,2,0,1,0,3,5,2138.78,In-house,PrivateCloud,4,2,0
24691,Bank,United Kingdom,474,88.2,3.59,0.0,0.0,4.31,0,28,0,0,85,0.095,0,1,1,1,1,2,0,1,1,897.52,Hybrid,PublicCloud,5,2,0
24692,Insurance,United States,275,231.66,2.43,0.0,0.0,16.35,1,52,7,0,86,0.204,1,3,0,3,0,1,1,2,2,482.11,Vendor,PublicCloud,3,1,0
24693,Bank,European Union,4466,1131.92,4.69,7.82,0.589,8.36,0,66,53,0,29,0.435,1,5,0,5,0,5,1,4,3,544.27,Vendor,PrivateCloud,1,2,1
24694,Bank,European Union,789,370.05,4.5,2.93,0.768,13.66,0,48,38,0,52,0.182,0,3,0,5,0,5,1,2,5,498.37,In-house,PublicCloud,3,0,0
24695,Asset Manager,European Union,1423,374.11,1.75,1.31,0.347,-5.92,0,69,37,0,78,0.314,1,3,0,3,3,3,0,2,2,464.05,Vendor,PrivateCloud,2,3,0
24696,Bank,United States,243,381.77,4.71,1.27,0.345,16.17,0,52,40,0,68,0.151,0,1,0,1,4,3,1,4,3,1483.91,Vendor,PublicCloud,3,2,0
24697,Asset Manager,Other,2303,1103.1,5.88,12.06,1.141,6.13,0,67,65,1,45,0.833,1,2,0,2,0,5,1,3,1,537.28,Vendor,PublicCloud,7,2,0
24698,Asset Manager,European Union,2002,967.45,3.79,0.0,0.0,6.0,0,51,2,0,61,0.06,1,5,1,4,1,2,0,3,2,515.07,Hybrid,PublicCloud,3,2,0
24699,Payment Processor,United States,1407,381.26,6.66,2.35,0.692,13.3,1,40,25,1,58,0.506,0,1,0,3,0,1,1,4,4,696.26,Vendor,PublicCloud,6,1,0
24700,Bank,United States,3915,4201.13,5.33,49.1,1.163,15.97,1,96,88,1,22,0.617,1,4,1,3,2,3,1,5,4,953.73,Hybrid,PublicCloud,6,6,1
24701,Payment Processor,European Union,444,145.03,0.88,0.4,0.245,1.66,0,41,16,0,60,0.387,1,2,0,2,0,2,0,3,1,905.74,Vendor,PrivateCloud,2,0,0
24702,RegTech,United Kingdom,23886,2239.14,4.61,27.92,1.244,25.57,1,36,25,1,72,0.567,1,5,1,4,0,1,1,1,5,1089.42,In-house,PublicCloud,2,2,0
24703,Brokerage/Dealer,United Kingdom,480,74.15,1.58,0.0,0.0,-6.31,0,2,0,0,82,0.058,0,1,0,1,0,1,0,1,5,374.03,Vendor,On-Prem,1,0,0
24704,Investment Bank,Other,3518,897.2,5.0,0.0,0.0,8.95,0,54,10,0,76,0.238,0,4,0,4,0,1,0,1,1,207.1,Vendor,PublicCloud,2,2,0
24705,Asset Manager,United Kingdom,1154,2747.69,5.35,19.15,0.561,-0.33,0,76,48,1,45,0.635,0,2,0,4,0,2,1,2,2,367.31,Vendor,PublicCloud,4,1,0
24706,Fintech,European Union,2088,760.69,2.6,18.35,2.204,7.64,1,50,33,1,47,0.263,0,2,0,1,1,3,1,5,4,633.78,Hybrid,On-Prem,4,1,1
24707,Investment Bank,European Union,195,337.83,2.97,0.0,0.0,11.7,0,50,19,0,74,0.233,0,1,0,1,1,1,1,1,1,416.56,Vendor,On-Prem,3,2,0
24708,Investment Bank,United States,905,1554.51,3.66,6.7,0.367,10.94,0,52,24,0,63,0.24,1,5,1,3,0,3,0,3,2,849.25,Hybrid,PublicCloud,7,4,0
24709,Asset Manager,United Kingdom,3882,3650.34,3.83,33.52,0.732,23.1,1,70,67,1,46,0.428,0,1,0,1,4,2,1,2,3,269.84,In-house,On-Prem,5,1,0
24710,Payment Processor,Other,403,176.99,5.51,0.0,0.0,4.09,0,60,28,0,66,0.393,1,2,1,1,0,3,1,1,1,261.57,Vendor,PublicCloud,2,1,0
24711,Fintech,United Kingdom,4204,1949.12,7.03,18.63,0.94,11.39,1,90,57,1,46,0.426,1,4,1,3,0,5,1,4,4,561.56,Hybrid,On-Prem,4,6,1
24712,Bank,European Union,142,206.11,3.61,1.62,0.849,4.31,1,69,52,1,54,0.557,1,1,0,4,0,3,1,1,3,1313.22,Vendor,On-Prem,3,2,0
24713,Insurance,Other,273,181.3,4.36,0.51,0.31,1.41,0,43,52,0,54,0.518,0,2,1,2,0,3,0,1,1,840.07,Vendor,PublicCloud,3,3,0
24714,Bank,United States,938,146.21,4.42,0.0,0.0,4.91,0,27,21,0,64,0.085,0,1,1,3,0,4,1,4,1,683.13,Hybrid,On-Prem,1,2,0
24715,Fintech,European Union,2355,752.65,6.08,10.37,1.243,18.9,1,85,38,1,39,0.897,1,3,1,2,0,3,1,1,5,1869.59,In-house,On-Prem,8,8,0
24716,Bank,European Union,7279,840.69,4.74,2.9,0.357,-3.94,1,65,52,1,38,0.596,0,5,0,3,0,5,0,2,4,501.28,In-house,On-Prem,2,4,0
24717,Fintech,United Kingdom,1196,520.83,4.09,5.91,1.104,11.32,1,81,37,1,59,0.769,1,4,0,3,0,4,1,4,1,1323.29,In-house,PrivateCloud,4,3,1
24718,Payment Processor,European Union,1337,1163.94,3.51,22.19,1.598,14.01,0,62,42,0,39,0.392,1,5,1,5,1,5,0,1,3,590.82,Vendor,On-Prem,8,1,0
24719,Insurance,United States,3204,1889.91,5.87,19.23,1.142,6.72,0,63,44,1,48,0.661,0,3,0,2,0,4,1,3,2,885.53,Vendor,PrivateCloud,7,1,0
24720,Bank,United Kingdom,1704,1033.95,5.55,5.56,0.682,3.75,0,47,38,0,49,0.28,0,3,0,4,0,5,1,3,2,884.77,Hybrid,PrivateCloud,3,1,0
24721,Fintech,European Union,7714,9092.52,5.5,152.46,1.615,22.33,1,60,61,1,35,0.91,1,5,1,5,0,5,0,3,5,2480.72,In-house,PrivateCloud,7,8,1
24722,Bank,European Union,964,1094.05,5.08,8.59,0.852,6.87,0,64,50,1,42,0.364,0,3,0,3,0,3,0,5,1,593.75,Hybrid,PublicCloud,2,0,0
24723,Fintech,United States,4901,2672.28,2.16,5.33,0.292,1.49,0,62,61,0,52,0.477,0,3,0,2,3,1,1,1,4,449.7,Vendor,PublicCloud,7,1,0
24724,Fintech,Other,497,228.34,3.67,0.0,0.0,-2.96,1,50,14,0,71,0.212,1,2,0,2,2,1,0,1,1,433.45,Vendor,On-Prem,2,0,0
24725,Credit Union,Other,2102,2092.13,4.6,31.62,1.612,7.07,0,60,32,1,81,0.73,1,5,1,5,0,5,0,4,5,902.93,Hybrid,PublicCloud,3,3,0
24726,Bank,United States,1336,689.74,5.65,6.18,0.928,17.28,1,78,48,0,29,0.444,0,1,1,1,0,2,0,5,1,375.48,Vendor,On-Prem,5,0,0
24727,Asset Manager,Other,4287,1283.05,6.65,28.93,1.89,20.3,0,78,50,1,50,0.83,1,4,1,4,1,5,1,5,5,880.04,In-house,PublicCloud,8,8,1
24728,Brokerage/Dealer,United States,472,77.2,6.1,0.06,0.075,3.27,0,48,0,0,77,0.315,1,2,0,2,6,2,0,2,4,859.9,Hybrid,PublicCloud,2,0,0
24729,Hedge Fund,European Union,1467,394.45,5.34,1.99,0.566,1.75,1,67,56,1,46,0.537,1,5,1,5,1,5,0,3,3,1379.91,Vendor,PrivateCloud,6,2,1
24730,Bank,European Union,487,214.16,6.72,1.97,0.918,10.32,1,84,55,1,52,0.73,0,2,0,1,0,5,1,4,2,660.66,Vendor,PrivateCloud,6,3,0
24731,Insurance,United Kingdom,2583,2102.62,6.26,2.14,0.134,-3.38,0,62,35,1,62,0.448,0,1,0,1,0,1,0,5,1,694.82,Vendor,On-Prem,3,2,0
24732,Bank,European Union,3630,756.19,4.14,9.99,1.28,17.65,1,94,60,0,22,0.835,1,2,0,2,1,1,1,4,5,1874.27,In-house,PrivateCloud,4,5,1
24733,Fintech,United Kingdom,1174,689.83,7.42,13.24,1.578,17.03,1,61,60,0,56,0.93,1,3,1,4,1,5,0,1,4,1728.08,In-house,PrivateCloud,1,4,1
24734,Bank,European Union,814,2267.11,1.98,8.56,0.417,4.95,1,48,36,1,54,0.207,0,1,0,1,8,1,0,1,2,1057.5,Vendor,PublicCloud,2,0,0
24735,Payment Processor,United Kingdom,2821,2030.63,5.19,18.25,0.964,0.42,0,55,50,0,38,0.412,1,4,1,5,0,1,1,2,1,997.74,In-house,On-Prem,3,4,0
24736,Bank,European Union,3731,1242.59,1.63,14.25,1.059,3.99,0,43,21,0,47,0.563,0,1,0,1,3,1,1,3,1,771.99,Hybrid,PrivateCloud,3,2,0
24737,Insurance,Other,9506,4654.27,5.75,113.64,1.93,18.22,0,83,47,0,46,0.751,1,4,0,5,0,3,0,5,5,1529.62,Vendor,PrivateCloud,9,1,1
24738,Insurance,European Union,1931,384.76,3.42,0.0,0.0,9.41,0,38,28,0,68,0.099,1,4,1,4,1,2,1,3,2,496.98,Vendor,On-Prem,1,1,0
24739,Hedge Fund,European Union,6869,5730.1,6.72,89.24,1.581,5.71,1,73,64,0,40,0.253,1,5,1,5,2,3,0,5,3,909.53,In-house,PrivateCloud,7,1,1
24740,Asset Manager,United Kingdom,2206,764.75,4.7,0.0,0.0,9.07,0,44,24,0,42,0.077,0,1,0,3,0,4,1,2,2,1282.22,Hybrid,PrivateCloud,2,1,0
24741,Bank,United States,541,380.51,1.89,2.08,0.661,4.47,1,36,38,0,56,0.131,1,1,1,2,0,1,1,3,2,680.56,Vendor,PrivateCloud,2,0,0
24742,Bank,United States,971,232.54,2.68,2.12,1.162,2.73,1,58,20,0,70,0.369,1,3,1,4,0,2,0,1,4,686.76,Hybrid,On-Prem,4,2,0
24743,Bank,Other,2882,581.2,3.46,8.07,1.292,7.71,1,82,48,0,70,0.588,1,4,1,5,0,4,1,1,1,1122.41,Hybrid,PrivateCloud,4,0,1
24744,Investment Bank,United States,1436,630.63,6.7,5.69,1.107,2.97,0,55,54,0,42,0.619,0,1,0,1,0,2,0,2,2,1045.43,Vendor,PublicCloud,6,1,0
24745,Asset Manager,United States,642,395.66,3.4,0.24,0.068,0.01,0,63,5,0,84,0.114,0,3,0,2,1,3,1,2,1,849.71,Vendor,PublicCloud,2,0,0
24746,Asset Manager,European Union,1620,835.18,5.15,9.69,1.093,10.36,0,54,33,0,40,0.52,1,4,1,5,0,4,1,4,3,416.76,In-house,PrivateCloud,1,2,1
24747,Bank,Other,763,1273.13,6.6,16.98,1.298,-0.01,1,97,71,1,47,0.3,0,2,1,3,4,2,0,1,2,291.64,Hybrid,PublicCloud,11,10,0
24748,Investment Bank,Other,3153,10372.78,3.99,190.09,1.689,15.98,0,63,28,0,73,0.868,1,5,1,5,0,4,1,2,5,1592.54,Vendor,On-Prem,2,3,1
24749,Asset Manager,Other,2291,2754.7,5.79,50.42,1.728,9.82,1,76,47,1,36,0.917,1,4,0,3,0,4,0,4,3,1679.92,In-house,PrivateCloud,8,4,1
24750,Hedge Fund,Other,4381,1117.26,3.98,6.61,0.57,11.64,0,52,47,1,54,0.241,0,2,0,1,0,3,1,5,3,725.71,Hybrid,PrivateCloud,2,2,0
24751,Insurance,United States,853,1351.62,3.71,10.71,0.764,19.98,1,65,22,0,72,0.077,0,5,0,2,0,3,1,4,3,581.69,Hybrid,PrivateCloud,0,2,0
24752,Bank,United Kingdom,1136,561.66,4.34,0.0,0.0,4.58,0,43,34,0,77,0.18,0,2,0,1,0,1,1,2,2,574.44,Vendor,On-Prem,2,2,0
24753,Fintech,Other,2990,3638.34,4.69,42.76,1.22,17.95,0,72,62,0,33,0.742,1,2,0,4,0,1,1,4,5,1139.61,Vendor,On-Prem,3,4,1
24754,Bank,United Kingdom,5689,6130.51,6.86,119.58,1.854,13.51,1,84,76,1,22,0.909,0,2,1,2,0,4,1,5,3,312.55,Hybrid,PublicCloud,10,2,1
24755,Investment Bank,Other,369,618.43,3.17,4.81,0.653,14.24,1,62,29,0,69,0.391,1,2,0,2,0,1,0,3,1,596.36,Vendor,On-Prem,6,1,0
24756,Investment Bank,United States,1607,2222.8,4.86,20.71,1.03,-1.6,1,45,25,0,54,0.771,0,4,0,2,2,5,0,4,2,1374.41,In-house,PrivateCloud,2,2,0
24757,Bank,European Union,3130,3428.85,5.99,3.5,0.09,8.63,0,54,10,0,67,0.115,0,4,1,2,2,3,0,3,1,939.94,Vendor,On-Prem,6,1,0
24758,Bank,Other,1126,990.94,5.95,5.33,0.618,17.76,1,65,63,1,23,0.894,0,1,0,1,0,1,1,2,1,612.61,In-house,PublicCloud,7,3,0
24759,Bank,United States,1014,662.96,1.43,1.98,0.242,1.34,0,45,19,0,67,0.201,0,4,0,4,0,1,0,1,4,778.1,Hybrid,On-Prem,3,1,0
24760,Credit Union,Other,3358,2062.83,5.35,28.16,1.382,5.8,1,77,71,1,40,0.948,1,5,0,5,2,5,1,2,4,877.09,In-house,PublicCloud,6,4,1
24761,Bank,United States,6283,1552.13,6.09,24.61,1.518,10.11,1,80,31,1,49,0.785,1,5,1,3,0,3,1,4,5,1638.22,In-house,PublicCloud,10,3,1
24762,Bank,United States,1603,859.7,4.68,3.1,0.283,11.39,1,57,55,1,39,0.366,1,3,1,5,0,1,1,1,3,1061.58,Hybrid,On-Prem,3,2,0
24763,Bank,United Kingdom,541,297.85,4.29,3.65,0.939,5.16,0,56,45,1,71,0.572,1,3,1,4,0,3,1,4,3,1481.71,Hybrid,On-Prem,1,1,0
24764,Fintech,United States,2321,473.82,3.73,0.0,0.0,7.72,1,45,14,1,78,0.25,1,4,0,4,0,3,1,2,3,583.39,Vendor,On-Prem,5,3,0
24765,Investment Bank,United States,2255,614.49,4.47,4.07,0.811,14.44,0,57,40,1,65,0.334,1,5,1,3,0,3,1,4,3,612.78,Vendor,On-Prem,1,2,0
24766,Brokerage/Dealer,United States,1404,225.08,4.5,1.7,0.773,11.09,1,67,26,0,70,0.136,1,4,0,3,1,3,1,4,5,986.47,Hybrid,PublicCloud,4,1,0
24767,Bank,United Kingdom,1047,1685.53,4.56,23.97,1.215,20.62,0,81,49,0,42,0.681,1,4,1,2,0,4,0,5,5,1082.74,Vendor,PrivateCloud,5,1,1
24768,Asset Manager,United Kingdom,1222,2326.81,3.97,15.05,0.868,11.95,0,71,60,1,42,0.723,1,2,0,5,0,2,1,4,4,1149.25,Hybrid,PublicCloud,7,5,0
24769,Fintech,Other,709,70.5,3.75,0.0,0.0,7.86,1,30,0,0,96,0.032,0,1,0,1,11,1,1,2,2,278.01,Vendor,PublicCloud,1,0,0
24770,RegTech,Other,1934,1233.96,5.82,33.02,2.495,14.75,1,94,68,1,41,0.952,1,4,0,4,0,5,0,5,5,941.29,In-house,PublicCloud,15,5,1
24771,Bank,European Union,2731,2547.0,6.69,29.0,1.042,8.99,1,69,50,1,38,0.666,1,1,0,3,3,2,1,2,2,596.37,Vendor,PublicCloud,2,2,1
